transaction_pk,tag_id,user_id,car_model_id,car_name,txn_id,nominal_kwh,usable_kwh,label_soh_abs,label_soh,soc_min_full,soc_max_full,delta_soc_full,soc_min_20_80,soc_max_20_80,delta_soc_20_80,dsoc_dt_mean,dsoc_dt_max,start_ts,end_ts,connector,seq_len
23600,802,802,42,BYD Atto 3 Premium,23600,60.48,64.91971875,1.0734080481150794,1.05,15.0,100.0,85.0,20.0,80.0,60.0,0.0242258652094717,0.0333333333333333,2025-05-19 00:46:00,2025-05-19 01:54:00,363012,61
23607,evc1621,1621,45,BYD M6 Performance,23607,55.4,61.54283333333332,1.1108814681107098,1.05,11.0,100.0,89.0,20.0,80.0,60.0,0.0310564663023679,0.0333333333333333,2025-05-19 01:10:00,2025-05-19 02:10:00,1362797,61
23618,evc1707,1707,46,BYD Han Performance,23618,85.44,95.23030208333334,1.1145868689528715,1.05,18.0,100.0,82.0,20.0,80.0,60.0,0.0179417122040072,0.0333333333333333,2025-05-19 02:16:00,2025-05-19 03:39:00,363013,61
23650,evc1571,1571,45,BYD M6 Performance,23650,55.4,59.6624861111111,1.0769401825110307,1.05,0.0,100.0,100.0,20.0,80.0,60.0,0.0275045537340619,0.0333333333333333,2025-05-19 07:06:00,2025-05-19 08:11:00,628886,61
23666,0CCC478CED55,1374,40,BYD Dolphin GLX,23666,44.9,61.22983333333333,1.3636933927245731,1.05,5.0,100.0,95.0,20.0,80.0,60.0,0.0311475409836065,0.0333333333333333,2025-05-19 09:47:00,2025-05-19 10:50:00,363013,61
23698,0CCC478B9622,1080,40,BYD Dolphin GLX,23698,44.9,33.22861439043211,0.7400582269583988,0.7400582269583988,0.0,95.0,95.0,20.0,80.0,60.0,0.3817739117504926,0.8,2025-05-19 15:39:00,2025-05-19 16:17:00,628886,61
23707,0CCC478C86C6,1483,45,BYD M6 Performance,23707,55.4,61.69125694444444,1.1135605946650622,1.05,2.0,100.0,98.0,20.0,80.0,60.0,0.026775956284153,0.0333333333333333,2025-05-19 18:33:00,2025-05-19 19:48:00,699697,61
23715,0CCC478BA3AF,720,45,BYD M6 Performance,23715,55.4,60.67471527777778,1.095211467107902,1.05,14.0,100.0,86.0,20.0,80.0,60.0,0.0274134790528233,0.0333333333333333,2025-05-20 00:57:00,2025-05-20 02:00:00,702620,61
23736,0985823333-tag,720,45,BYD M6 Performance,23736,55.4,18.7237329907268,0.3379735196882094,0.7,0.0,93.0,93.0,20.0,80.0,60.0,0.6130783207639007,0.9666667050785503,2025-05-20 03:13:00,2025-05-20 03:41:00,702620,61
23824,0CCC478B9622,1080,40,BYD Dolphin GLX,23824,44.9,48.03483938356322,1.069818249077132,1.05,0.0,92.0,92.0,20.0,80.0,60.0,0.1386906663958184,0.5500000196695335,2025-05-20 14:38:00,2025-05-20 15:21:00,628886,61
23838,evc-1337,1337,40,BYD Dolphin GLX,23838,44.9,48.46661111111111,1.079434545904479,1.05,18.0,88.0,70.0,20.0,80.0,60.0,0.0353369763205828,0.05,2025-05-20 23:08:00,2025-05-20 23:47:00,363012,61
23840,evc1711,1711,45,BYD M6 Performance,23840,55.4,42.711789757201885,0.7709709342455214,0.7709709342455214,0.0,100.0,100.0,20.0,80.0,60.0,0.219755431671997,0.6500000387430214,2025-05-21 00:27:00,2025-05-21 01:24:00,628886,61
23854,0CCC47873484,1074,40,BYD Dolphin GLX,23854,44.9,50.67040277777778,1.1285167656520665,1.05,11.0,99.0,88.0,20.0,80.0,60.0,0.0289617486338797,0.0333333333333333,2025-05-21 01:39:00,2025-05-21 02:42:00,363012,61
23939,0CCC478D0197,1669,45,BYD M6 Performance,23939,55.4,56.89166859567901,1.0269254259147835,1.0269254259147835,0.0,97.0,97.0,20.0,80.0,60.0,0.0521017234131988,0.4,2025-05-21 12:03:00,2025-05-21 12:59:00,628886,61
23958,0CCC478B9622,1080,40,BYD Dolphin GLX,23958,44.9,58.86734194081377,1.311076657924583,1.05,0.0,95.0,95.0,20.0,80.0,60.0,0.0331472240632402,0.3499999916553499,2025-05-21 16:13:00,2025-05-21 17:07:00,628886,61
23986,evc-1455,1455,45,BYD M6 Performance,23986,55.4,51.630486882716056,0.9319582469804344,0.9319582469804344,0.0,92.0,92.0,20.0,80.0,60.0,0.0991212039774254,0.5,2025-05-22 01:57:00,2025-05-22 02:58:00,628885,61
23995,evc1618,1618,45,BYD M6 Performance,23995,55.4,60.03300694444446,1.0836282841957483,1.05,14.0,92.0,78.0,20.0,80.0,60.0,0.031511839708561,0.0333333333333333,2025-05-22 03:34:00,2025-05-22 04:22:00,1362797,61
24061,evc-1344,1344,42,BYD Atto 3 Premium,24061,60.48,65.2208611111111,1.0783872538212815,1.05,9.0,100.0,91.0,20.0,80.0,60.0,0.0273132969034608,0.05,2025-05-22 13:10:00,2025-05-22 14:14:00,351898,61
24075,0CCC478B9622,1080,40,BYD Dolphin GLX,24075,44.9,34.802211694210975,0.7751049375102668,0.7751049375102668,0.0,99.0,99.0,20.0,80.0,60.0,0.3426684879629519,0.7666667093171038,2025-05-22 15:19:00,2025-05-22 16:00:00,628886,61
24081,evc1718,1718,45,BYD M6 Performance,24081,55.4,62.14196875000002,1.121696186823105,1.05,6.0,100.0,94.0,20.0,80.0,60.0,0.0322768670309653,0.05,2025-05-22 16:42:00,2025-05-22 17:44:00,351899,61
24092,evc-1455,1455,45,BYD M6 Performance,24092,55.4,47.7349739712341,0.8616421294446588,0.8616421294446588,0.0,95.0,95.0,20.0,80.0,60.0,0.1391907352773773,0.5500000196695335,2025-05-22 23:47:00,2025-05-23 00:34:00,628885,61
24101,0CCC47893F63,847,42,BYD Atto 3 Premium,24101,60.48,64.8063611111111,1.0715337485302765,1.05,16.0,100.0,84.0,20.0,80.0,60.0,0.0239526411657559,0.0333333333333333,2025-05-23 00:58:00,2025-05-23 02:09:00,363012,61
24128,932,932,42,BYD Atto 3 Premium,24128,60.48,66.17876388888888,1.0942255934009406,1.05,2.0,100.0,98.0,20.0,80.0,60.0,0.0267213114754098,0.05,2025-05-23 04:16:00,2025-05-23 05:24:00,363012,61
24130,evc1711,1711,45,BYD M6 Performance,24130,55.4,56.92481388888889,1.0275237164059368,1.0275237164059368,0.0,84.0,84.0,20.0,80.0,60.0,0.0589354381674322,0.4166666708058781,2025-05-23 04:45:00,2025-05-23 05:25:00,628885,61
24183,0CCC47893F63,847,42,BYD Atto 3 Premium,24183,60.48,64.06285416666667,1.0592403136022928,1.05,13.0,100.0,87.0,20.0,80.0,60.0,0.0243169398907103,0.0333333333333333,2025-05-23 13:16:00,2025-05-23 14:28:00,363013,61
24188,0966881804-tag,668,40,BYD Dolphin GLX,24188,44.9,62.25905208333333,1.3866158593170008,1.05,8.0,100.0,92.0,20.0,80.0,60.0,0.0347449908925318,0.05,2025-05-23 13:25:00,2025-05-23 14:26:00,351899,61
24193,evc-1455,1455,45,BYD M6 Performance,24193,55.4,41.02093750000001,0.7404501353790616,0.7404501353790616,0.0,99.0,99.0,20.0,80.0,60.0,0.2361433204495979,0.6666666666666666,2025-05-23 14:34:00,2025-05-23 15:22:00,628885,61
24195,evc1711,1711,45,BYD M6 Performance,24195,55.4,29.002807648622134,0.5235163835491361,0.7,0.0,100.0,100.0,20.0,80.0,60.0,0.4412463223168649,0.8500000506639511,2025-05-23 15:00:00,2025-05-23 15:54:00,628886,61
24197,0CCC478B9622,1080,40,BYD Dolphin GLX,24197,44.9,37.89351547410074,0.8439535740334241,0.8439535740334241,0.0,94.0,94.0,20.0,80.0,60.0,0.2720126449791303,0.7166666922966648,2025-05-23 15:33:00,2025-05-23 16:24:00,628885,61
24269,0CCC4789BCC4,1805,42,BYD Atto 3 Premium,24269,60.48,66.40990277777777,1.0980473342886536,1.05,18.0,100.0,82.0,20.0,80.0,60.0,0.0237704918032786,0.0333333333333333,2025-05-24 09:04:00,2025-05-24 10:13:00,699539,61
24276,0CCC478CED55,1374,40,BYD Dolphin GLX,24276,44.9,60.94762847222224,1.3574082065082904,1.05,16.0,100.0,84.0,20.0,80.0,60.0,0.0271402550091074,0.0333333333333333,2025-05-24 09:47:00,2025-05-24 10:51:00,363012,61
24294,0CCC478B9622,1080,40,BYD Dolphin GLX,24294,44.9,22.137958536746392,0.4930503014865566,0.7,0.0,100.0,100.0,20.0,80.0,60.0,0.6385798323109892,0.9833334251576086,2025-05-24 12:10:00,2025-05-24 12:46:00,628886,61
24405,evc1618,1618,45,BYD M6 Performance,24405,55.4,61.16427777777779,1.1040483353389494,1.05,8.0,100.0,92.0,20.0,80.0,60.0,0.0310564663023679,0.0333333333333333,2025-05-25 11:38:00,2025-05-25 12:39:00,1362797,61
24421,0CCC478B9622,1080,40,BYD Dolphin GLX,24421,44.9,59.68594876085046,1.329308435653685,1.05,0.0,98.0,98.0,20.0,80.0,60.0,0.0323977478341556,0.3499999916553499,2025-05-25 14:30:00,2025-05-25 15:28:00,628886,61
24428,0CCC478C6895,1713,45,BYD M6 Performance,24428,55.4,35.08065409076672,0.6332248030824318,0.7,0.0,100.0,100.0,20.0,80.0,60.0,0.3427595626441906,0.7666667093171038,2025-05-25 15:32:00,2025-05-25 16:18:00,628886,61
24519,evc1854,1854,45,BYD M6 Performance,24519,55.4,27.09402122285711,0.4890617549252186,0.7,0.0,80.0,80.0,20.0,80.0,60.0,0.5134400238052806,0.9000001502037299,2025-05-26 11:31:00,2025-05-26 11:50:00,628886,61
24547,evc1571,1571,45,BYD M6 Performance,24547,55.4,42.77009360659938,0.7720233502996279,0.7720233502996279,0.0,100.0,100.0,20.0,80.0,60.0,0.2061790656389117,0.6333333584997399,2025-05-26 18:50:00,2025-05-26 19:40:00,628886,61
24562,0CCC47894056,932,42,BYD Atto 3 Premium,24562,60.48,64.20867361111111,1.0616513493900648,1.05,1.0,100.0,99.0,20.0,80.0,60.0,0.0243169398907103,0.0333333333333333,2025-05-27 01:28:00,2025-05-27 02:45:00,702618,61
24581,0CCC478B9622,1080,40,BYD Dolphin GLX,24581,44.9,54.33435983503958,1.2101193727180308,1.05,0.0,89.0,89.0,20.0,80.0,60.0,0.0676814991683526,0.4333333367771573,2025-05-27 03:21:00,2025-05-27 04:05:00,628885,61
24609,evc1854,1854,45,BYD M6 Performance,24609,55.4,33.41367119984568,0.6031348592029906,0.7,0.0,100.0,100.0,20.0,80.0,60.0,0.3817739117504926,0.8,2025-05-27 07:21:00,2025-05-27 08:06:00,628885,61
24695,0CCC47873484,1074,40,BYD Dolphin GLX,24695,44.9,48.70332986111112,1.084706678421183,1.05,8.0,100.0,92.0,20.0,80.0,60.0,0.0296903460837887,0.0333333333333333,2025-05-28 01:32:00,2025-05-28 02:36:00,363012,61
24712,evc1876,1876,43,BYD Seal Advanced,24712,61.44,50.260930555555554,0.818048999927662,0.818048999927662,13.0,99.0,86.0,20.0,80.0,60.0,0.0329872495446266,0.05,2025-05-28 04:10:00,2025-05-28 05:09:00,363013,61
24727,evc1578,1578,45,BYD M6 Performance,24727,55.4,12.478693387869946,0.2252471730662445,0.7,0.0,99.0,99.0,20.0,80.0,60.0,0.8976241341740012,1.1333334774441373,2025-05-28 05:29:00,2025-05-28 06:00:00,628886,61
24734,0CCC478943C1,1876,43,BYD Seal Advanced,24734,61.44,73.55740277777778,1.1972233525028937,1.05,11.0,84.0,73.0,20.0,80.0,60.0,0.0193989071038251,0.0333333333333333,2025-05-28 06:36:00,2025-05-28 07:38:00,363012,61
