transaction_pk,car_name,nominal_kwh
20927,Volvo EC40 Ultra ,78.0
20929,Volvo EC40 Ultra ,78.0
20931,BYD M6 Performance,55.4
20935,BYD Atto 3 Premium,60.48
20936,BYD M6 Performance,55.4
20939,BYD M6 Performance,55.4
20941,BYD M6 Performance,55.4
20945,BYD Atto 3 Premium,60.48
20947,BYD Atto 3 Premium,60.48
20949,BYD M6 Performance,55.4
20951,BYD Atto 3 Dynamic,49.92
20960,BYD Atto 3 Dynamic,49.92
20963,BYD Dolphin GLX,44.9
20966,BYD M6 Performance,55.4
20975,BYD Dolphin GLX,44.9
20976,BYD Atto 3 Dynamic,49.92
20977,BYD Atto 3 Dynamic,49.92
20992,BYD M6 Performance,55.4
20994,BYD M6 Performance,55.4
20996,BYD Dolphin GLX,44.9
20997,BYD M6 Performance,55.4
20999,BYD M6 Performance,55.4
21003,BYD Atto 3 Dynamic,49.92
21006,BYD Atto 3 Dynamic,49.92
21014,BYD M6 Performance,55.4
21016,BYD Atto 3 Premium,60.48
21017,BYD M6 Performance,55.4
21020,BYD M6 Performance,55.4
21024,BYD Atto 3 Premium,60.48
21030,BYD M6 Performance,55.4
21031,BYD M6 Performance,55.4
21033,BYD Dolphin GLX,44.9
21034,BYD M6 Performance,55.4
21040,BYD M6 Performance,55.4
21043,BYD M6 Performance,55.4
21044,BYD Atto 3 Dynamic,49.92
21046,BYD M6 Performance,55.4
21048,BYD Atto 3 Dynamic,49.92
21049,BYD Atto 3 Dynamic,49.92
21050,BYD Atto 3 Dynamic,49.92
21055,BYD M6 Performance,55.4
21060,BYD M6 Performance,55.4
21061,BYD M6 Performance,55.4
21062,BYD M6 Performance,55.4
21063,BYD Atto 3 Dynamic,49.92
21064,BYD M6 Performance,55.4
21065,BYD Dolphin GLX,44.9
21067,BYD Atto 3 Dynamic,49.92
21068,BYD Atto 3 Dynamic,49.92
21069,BYD M6 Performance,55.4
21070,BYD Atto 3 Dynamic,49.92
21071,BYD Atto 3 Premium,60.48
21073,BYD Atto 3 Premium,60.48
21079,BYD M6 Performance,55.4
21080,BYD M6 Performance,55.4
21087,BYD Dolphin GLX,44.9
21095,BYD Atto 3 Premium,60.48
21102,BYD Atto 3 Premium,60.48
21104,BYD Atto 3 Dynamic,49.92
21108,BYD M6 Performance,55.4
21109,BYD M6 Performance,55.4
21112,BYD M6 Performance,55.4
21115,BYD M6 Performance,55.4
21121,BYD M6 Performance,55.4
21122,BYD M6 Performance,55.4
21128,BYD M6 Performance,55.4
21132,BYD Atto 3 Dynamic,49.92
21135,BYD Atto 3 Premium,60.48
21142,BYD Atto 3 Dynamic,49.92
21146,BYD Atto 3 Premium,60.48
21148,BYD Atto 3 Premium,60.48
21149,BYD M6 Performance,55.4
21154,BYD Atto 3 Premium,60.48
21157,BYD M6 Performance,55.4
21168,BYD M6 Performance,55.4
21169,BYD M6 Performance,55.4
21171,BYD M6 Performance,55.4
21179,BYD M6 Performance,55.4
21186,BYD M6 Performance,55.4
21188,BYD Atto 3 Dynamic,49.92
21192,BYD Dolphin GLX,44.9
21199,BYD Atto 3 Premium,60.48
21203,BYD M6 Performance,55.4
21204,BYD M6 Performance,55.4
21206,BYD Dolphin GLX,44.9
21210,BYD Dolphin GLX,44.9
21213,BYD M6 Performance,55.4
21216,BYD M6 Performance,55.4
21217,BYD M6 Performance,55.4
21225,BYD M6 Performance,55.4
21226,BYD Atto 3 Dynamic,49.92
21227,BYD M6 Performance,55.4
21229,BYD M6 Performance,55.4
21231,BYD M6 Performance,55.4
21232,BYD Atto 3 Premium,60.48
21240,BYD Atto 3 Dynamic,49.92
21248,BYD M6 Performance,55.4
21252,BYD M6 Performance,55.4
21265,BYD M6 Performance,55.4
21267,BYD M6 Performance,55.4
21269,BYD M6 Performance,55.4
21279,BYD M6 Performance,55.4
21283,BYD M6 Performance,55.4
21286,BYD M6 Performance,55.4
21287,BYD Atto 3 Dynamic,49.92
21288,BYD Atto 3 Dynamic,49.92
21289,BYD Atto 3 Dynamic,49.92
21290,BYD Atto 3 Dynamic,49.92
21291,BYD Atto 3 Dynamic,49.92
21292,BYD Atto 3 Dynamic,49.92
21293,BYD Atto 3 Dynamic,49.92
21298,BYD M6 Performance,55.4
21306,BYD M6 Performance,55.4
21309,BYD M6 Performance,55.4
21310,BYD M6 Performance,55.4
21322,BYD M6 Performance,55.4
21323,BYD M6 Performance,55.4
21325,BYD Dolphin GLX,44.9
21334,BYD M6 Performance,55.4
21339,BYD M6 Performance,55.4
21340,BYD M6 Performance,55.4
21342,BYD M6 Performance,55.4
21343,BYD M6 Performance,55.4
21350,BYD M6 Performance,55.4
21351,BYD M6 Performance,55.4
21352,BYD M6 Performance,55.4
21353,BYD M6 Performance,55.4
21354,BYD M6 Performance,55.4
21356,BYD Atto 3 Dynamic,49.92
21359,BYD Atto 3 Premium,60.48
21363,BYD M6 Performance,55.4
21365,BYD M6 Performance,55.4
21366,BYD Atto 3 Premium,60.48
21368,BYD M6 Performance,55.4
21369,BYD Atto 3 Premium,60.48
21371,BYD Seal Advanced,61.44
21374,BYD Seal Perfomance,82.56
21377,BYD M6 Performance,55.4
21378,BYD Dolphin GLX,44.9
21384,BYD Dolphin GLX,44.9
21385,BYD M6 Performance,55.4
21386,BYD M6 Performance,55.4
21389,BYD Atto 3 Dynamic,49.92
21390,BYD Atto 3 Dynamic,49.92
21392,BYD M6 Performance,55.4
21393,BYD Dolphin GLX,44.9
21395,BYD M6 Performance,55.4
21398,BYD M6 Performance,55.4
21402,BYD M6 Performance,55.4
21406,BYD M6 Performance,55.4
21408,BYD M6 Performance,55.4
21409,BYD M6 Performance,55.4
21412,BYD M6 Performance,55.4
21413,BYD Atto 3 Dynamic,49.92
21414,BYD Atto 3 Dynamic,49.92
21415,BYD Atto 3 Dynamic,49.92
21416,BYD M6 Performance,55.4
21420,BYD M6 Performance,55.4
21423,BYD M6 Performance,55.4
21424,BYD Atto 3 Premium,60.48
21426,BYD M6 Performance,55.4
21428,BYD Dolphin GLX,44.9
21430,BYD M6 Performance,55.4
21431,BYD M6 Performance,55.4
21433,BYD Dolphin GLX,44.9
21438,BYD Seal Perfomance,82.56
21439,BYD Seal Perfomance,82.56
21442,BYD M6 Performance,55.4
21443,BYD M6 Performance,55.4
21444,BYD M6 Performance,55.4
21445,BYD M6 Performance,55.4
21447,BYD M6 Performance,55.4
21452,BYD M6 Performance,55.4
21453,BYD M6 Performance,55.4
21454,BYD Atto 3 Premium,60.48
21455,BYD M6 Performance,55.4
21456,BYD M6 Performance,55.4
21457,BYD M6 Performance,55.4
21460,BYD Atto 3 Dynamic,49.92
21461,BYD M6 Performance,55.4
21466,BYD M6 Performance,55.4
21469,BYD Dolphin GLX,44.9
21470,BYD M6 Performance,55.4
21473,BYD M6 Performance,55.4
21479,BYD Dolphin GLX,44.9
21482,BYD M6 Performance,55.4
21483,BYD Dolphin GLX,44.9
21484,BYD M6 Performance,55.4
21487,BYD Atto 3 Dynamic,49.92
21489,BYD Seal Perfomance,82.56
21491,BYD M6 Performance,55.4
21492,BYD M6 Performance,55.4
21495,BYD M6 Performance,55.4
21497,BYD M6 Performance,55.4
21500,BYD M6 Performance,55.4
21508,BYD M6 Performance,55.4
21509,BYD M6 Performance,55.4
21525,BYD M6 Performance,55.4
21526,BYD M6 Performance,55.4
21529,BYD Seal Perfomance,82.56
21539,BYD M6 Performance,55.4
21540,BYD Atto 3 Premium,60.48
21542,BYD Atto 3 Dynamic,49.92
21543,BYD M6 Performance,55.4
21546,BYD Atto 3 Premium,60.48
21557,BYD Atto 3 Premium,60.48
21559,BYD M6 Performance,55.4
21564,BYD Atto 3 Premium,60.48
21571,BYD Atto 3 Dynamic,49.92
21573,BYD Atto 3 Dynamic,49.92
21574,BYD M6 Performance,55.4
21577,BYD M6 Performance,55.4
21578,BYD M6 Performance,55.4
21593,BYD Atto 3 Dynamic,49.92
21594,BYD M6 Performance,55.4
21613,BYD M6 Performance,55.4
21614,BYD M6 Performance,55.4
21617,BYD Atto 3 Dynamic,49.92
21620,BYD Dolphin GLX,44.9
21621,BYD Atto 3 Dynamic,49.92
21622,BYD Dolphin GLX,44.9
21624,BYD M6 Performance,55.4
21629,BYD Atto 3 Dynamic,49.92
21630,BYD Atto 3 Dynamic,49.92
21631,BYD Dolphin GLX,44.9
21635,BYD Atto 3 Premium,60.48
21637,BYD Atto 3 Premium,60.48
21641,BYD Atto 3 Dynamic,49.92
21642,BYD M6 Performance,55.4
21649,BYD M6 Performance,55.4
21658,BYD Dolphin GLX,44.9
21664,BYD M6 Performance,55.4
21668,BYD Dolphin GLX,44.9
21671,BYD M6 Performance,55.4
21674,BYD M6 Performance,55.4
21678,BYD Atto 3 Premium,60.48
21680,BYD Dolphin GLX,44.9
21684,BYD M6 Performance,55.4
21691,BYD Dolphin GLX,44.9
21696,BYD M6 Performance,55.4
21698,BYD Seal Perfomance,82.56
21699,BYD Atto 3 Dynamic,49.92
21704,BYD M6 Performance,55.4
21711,BYD Atto 3 Premium,60.48
21714,BYD M6 Performance,55.4
21718,BYD M6 Performance,55.4
21726,BYD Atto 3 Premium,60.48
21729,BYD M6 Performance,55.4
21731,BYD M6 Performance,55.4
21736,BYD M6 Performance,55.4
21738,BYD M6 Performance,55.4
21739,BYD M6 Performance,55.4
21742,BYD M6 Performance,55.4
21751,BYD M6 Performance,55.4
21756,BYD M6 Performance,55.4
21759,BYD Han Performance,85.44
21769,BYD Atto 3 Premium,60.48
21771,BYD Atto 3 Dynamic,49.92
21780,BYD M6 Performance,55.4
21781,BYD M6 Performance,55.4
21782,BYD M6 Performance,55.4
21783,BYD M6 Performance,55.4
21784,BYD M6 Performance,55.4
21785,BYD M6 Performance,55.4
21786,BYD Atto 3 Premium,60.48
21789,BYD Dolphin GLX,44.9
21791,BYD Dolphin GLX,44.9
21796,BYD Atto 3 Premium,60.48
21797,BYD M6 Performance,55.4
21799,BYD M6 Performance,55.4
21811,BYD M6 Performance,55.4
21813,BYD M6 Performance,55.4
21814,BYD M6 Performance,55.4
21830,BYD Atto 3 Premium,60.48
21831,BYD Atto 3 Premium,60.48
21834,BYD M6 Performance,55.4
21837,BYD M6 Performance,55.4
21838,BYD M6 Performance,55.4
21841,BYD M6 Performance,55.4
21842,Vinfast VF8,87.7
21843,BYD Atto 3 Dynamic,49.92
21845,BYD M6 Performance,55.4
21847,BYD M6 Performance,55.4
21860,BYD M6 Performance,55.4
21861,BYD M6 Performance,55.4
21863,BYD M6 Performance,55.4
21866,BYD M6 Performance,55.4
21868,BYD M6 Performance,55.4
21869,BYD M6 Performance,55.4
21874,BYD M6 Performance,55.4
21875,BYD Atto 3 Premium,60.48
21877,BYD M6 Performance,55.4
21878,BYD Dolphin GLX,44.9
21881,BYD M6 Performance,55.4
21900,BYD Atto 3 Premium,60.48
21904,BYD M6 Performance,55.4
21905,BYD M6 Performance,55.4
21907,BYD Dolphin GLX,44.9
21909,BYD M6 Performance,55.4
21910,BYD Atto 3 Dynamic,49.92
21916,BYD M6 Performance,55.4
21917,BYD M6 Performance,55.4
21918,BYD M6 Performance,55.4
21924,BYD M6 Performance,55.4
21925,BYD M6 Performance,55.4
21926,BYD Dolphin GLX,44.9
21927,BYD M6 Performance,55.4
21952,Vinfast VFe34,42.0
21957,BYD Atto 3 Premium,60.48
21958,BYD Atto 3 Premium,60.48
21966,BYD Atto 3 Dynamic,49.92
21971,BYD Atto 3 Dynamic,49.92
21976,BYD Atto 3 Dynamic,49.92
21978,BYD M6 Performance,55.4
21980,BYD M6 Performance,55.4
21981,BYD M6 Performance,55.4
21992,BYD M6 Performance,55.4
21993,BYD M6 Performance,55.4
21995,BYD M6 Performance,55.4
22006,BYD Atto 3 Dynamic,49.92
22008,BYD M6 Performance,55.4
22021,BYD M6 Performance,55.4
22024,BYD Dolphin GLX,44.9
22029,BYD M6 Performance,55.4
22033,Vinfast VFe34,42.0
22043,BYD Dolphin GLX,44.9
22044,BYD Atto 3 Premium,60.48
22047,BYD M6 Performance,55.4
22053,BYD M6 Performance,55.4
22061,BYD Dolphin GLX,44.9
22067,BYD M6 Performance,55.4
22075,BYD Dolphin GLX,44.9
22077,BYD Dolphin GLX,44.9
22080,BYD Atto 3 Dynamic,49.92
22081,BYD Atto 3 Dynamic,49.92
22083,BYD Atto 3 Dynamic,49.92
22087,BYD Atto 3 Premium,60.48
22089,Volvo EC40 Ultra ,78.0
22090,BYD Atto 3 Premium,60.48
22097,BYD M6 Performance,55.4
22098,BYD M6 Performance,55.4
22100,BYD M6 Performance,55.4
22101,BYD M6 Performance,55.4
22102,BYD M6 Performance,55.4
22107,BYD M6 Performance,55.4
22108,BYD M6 Performance,55.4
22111,BYD Atto 3 Dynamic,49.92
22112,BYD M6 Performance,55.4
22113,BYD Dolphin GLX,44.9
22115,BYD Atto 3 Premium,60.48
22116,BYD Atto 3 Premium,60.48
22124,BYD Dolphin GLX,44.9
22130,BYD Atto 3 Dynamic,49.92
22134,BYD M6 Performance,55.4
22135,Volvo EC40 Ultra ,78.0
22139,BYD M6 Performance,55.4
22142,BYD Atto 3 Premium,60.48
22143,BYD Atto 3 Premium,60.48
22144,BYD Atto 3 Premium,60.48
22145,BYD Dolphin GLX,44.9
22146,BYD M6 Performance,55.4
22147,BYD M6 Performance,55.4
22148,BYD M6 Performance,55.4
22151,BYD Atto 3 Dynamic,49.92
22154,BYD M6 Performance,55.4
22156,BYD M6 Performance,55.4
22162,Vinfast VFe34,42.0
22165,BYD Dolphin GLX,44.9
22169,BYD Seal Perfomance,82.56
22171,BYD Dolphin GLX,44.9
22182,BYD M6 Performance,55.4
22188,BYD Atto 3 Dynamic,49.92
22193,BYD Atto 3 Premium,60.48
22196,BYD Dolphin GLX,44.9
22202,BYD Atto 3 Premium,60.48
22212,BYD Dolphin GLX,44.9
22223,BYD M6 Performance,55.4
22224,BYD M6 Performance,55.4
22229,BYD Dolphin GLX,44.9
22233,BYD Han Performance,85.44
22237,BYD Han Performance,85.44
22258,BYD Dolphin GLX,44.9
22265,BYD Dolphin GLX,44.9
22266,BYD Dolphin GLX,44.9
22273,BYD Atto 3 Premium,60.48
22274,BYD Dolphin GLX,44.9
22276,BYD M6 Performance,55.4
22282,BYD M6 Performance,55.4
22283,BYD M6 Performance,55.4
22286,BYD M6 Performance,55.4
22289,Vinfast VFe34,42.0
22291,BYD M6 Performance,55.4
22292,BYD M6 Performance,55.4
22294,BYD Atto 3 Dynamic,49.92
22295,BYD M6 Performance,55.4
22298,BYD Atto 3 Dynamic,49.92
22301,BYD Atto 3 Dynamic,49.92
22313,BYD Dolphin GLX,44.9
22315,BYD Dolphin GLX,44.9
22316,BYD Dolphin GLX,44.9
22319,BYD M6 Performance,55.4
22327,BYD Atto 3 Dynamic,49.92
22328,BYD Atto 3 Premium,60.48
22330,BYD M6 Performance,55.4
22333,BYD M6 Performance,55.4
22342,BYD Atto 3 Premium,60.48
22344,BYD Dolphin GLX,44.9
22362,BYD M6 Performance,55.4
22363,BYD Atto 3 Premium,60.48
22365,BYD Atto 3 Premium,60.48
22368,BYD Dolphin GLX,44.9
22369,BYD Dolphin GLX,44.9
22370,BYD Dolphin GLX,44.9
22373,BYD M6 Performance,55.4
22375,BYD M6 Performance,55.4
22381,Vinfast VFe34,42.0
22383,BYD Atto 3 Dynamic,49.92
22385,BYD Atto 3 Premium,60.48
22388,BYD M6 Performance,55.4
22392,BYD M6 Performance,55.4
22393,BYD M6 Performance,55.4
22394,BYD M6 Performance,55.4
22398,BYD Atto 3 Dynamic,49.92
22400,BYD Atto 3 Dynamic,49.92
22403,BYD M6 Performance,55.4
22404,BYD Atto 3 Premium,60.48
22405,BYD M6 Performance,55.4
22406,Vinfast VFe34,42.0
22417,BYD Dolphin GLX,44.9
22418,BYD Atto 3 Premium,60.48
22421,BYD M6 Performance,55.4
22427,BYD Atto 3 Dynamic,49.92
22429,BYD Dolphin GLX,44.9
22437,BYD Atto 3 Premium,60.48
22444,BYD Dolphin GLX,44.9
22449,BYD M6 Performance,55.4
22454,BYD M6 Performance,55.4
22463,BYD Dolphin GLX,44.9
22470,BYD M6 Performance,55.4
22472,BYD Atto 3 Premium,60.48
22478,BYD Atto 3 Premium,60.48
22480,BYD Han Performance,85.44
22488,BYD Dolphin GLX,44.9
22495,BYD Dolphin GLX,44.9
22496,BYD Dolphin GLX,44.9
22498,BYD Han Performance,85.44
22499,BYD Atto 3 Dynamic,49.92
22518,BYD M6 Performance,55.4
22520,BYD Dolphin GLX,44.9
22532,BYD Dolphin GLX,44.9
22537,BYD M6 Performance,55.4
22539,BYD Atto 3 Premium,60.48
22550,BYD Atto 3 Dynamic,49.92
22552,BYD M6 Performance,55.4
22554,BYD M6 Performance,55.4
22555,BYD Atto 3 Dynamic,49.92
22558,BYD Seal Perfomance,82.56
22560,BYD M6 Performance,55.4
22561,BYD M6 Performance,55.4
22567,BYD M6 Performance,55.4
22568,BYD M6 Performance,55.4
22571,BYD Atto 3 Premium,60.48
22574,BYD Atto 3 Premium,60.48
22578,BYD M6 Performance,55.4
22583,BYD Atto 3 Premium,60.48
22596,BYD Atto 3 Dynamic,49.92
22602,BYD Dolphin GLX,44.9
22604,BYD M6 Performance,55.4
22608,BYD Seal Perfomance,82.56
22609,BYD M6 Performance,55.4
22610,BYD Dolphin GLX,44.9
22612,BYD Dolphin GLX,44.9
22620,BYD M6 Performance,55.4
22640,BYD Seal Perfomance,82.56
22641,BYD M6 Performance,55.4
22643,BYD M6 Performance,55.4
22651,BYD Atto 3 Dynamic,49.92
22654,BYD Atto 3 Premium,60.48
22656,BYD Han Performance,85.44
22657,BYD Han Performance,85.44
22660,BYD M6 Performance,55.4
22661,BYD M6 Performance,55.4
22673,BYD Atto 3 Dynamic,49.92
22676,BYD M6 Performance,55.4
22681,BYD M6 Performance,55.4
22685,BYD Atto 3 Premium,60.48
22687,Vinfast VFe34,42.0
22688,BYD Atto 3 Dynamic,49.92
22689,BYD Dolphin GLX,44.9
22691,BYD M6 Performance,55.4
22694,BYD Dolphin GLX,44.9
22695,BYD M6 Performance,55.4
22698,BYD M6 Performance,55.4
22699,BYD Han Performance,85.44
22701,BYD Atto 3 Premium,60.48
22705,BYD Dolphin GLX,44.9
22707,BYD Dolphin GLX,44.9
22708,BYD M6 Performance,55.4
22711,BYD Seal Perfomance,82.56
22712,BYD Dolphin GLX,44.9
22717,BYD M6 Performance,55.4
22721,BYD M6 Performance,55.4
22724,BYD M6 Performance,55.4
22726,BYD M6 Performance,55.4
22731,BYD Atto 3 Premium,60.48
22735,BYD M6 Performance,55.4
22747,Vinfast VFe34,42.0
22750,BYD Atto 3 Dynamic,49.92
22752,BYD M6 Performance,55.4
22758,BYD Atto 3 Dynamic,49.92
22760,BYD Dolphin GLX,44.9
22764,BYD M6 Performance,55.4
22775,BYD Dolphin GLX,44.9
22781,BYD M6 Performance,55.4
22789,BYD M6 Performance,55.4
22795,BYD M6 Performance,55.4
22802,BYD Dolphin GLX,44.9
22805,BYD M6 Performance,55.4
22806,BYD M6 Performance,55.4
22807,BYD Atto 3 Dynamic,49.92
22808,BYD M6 Performance,55.4
22817,BYD Atto 3 Dynamic,49.92
22822,BYD M6 Performance,55.4
22831,BYD Atto 3 Premium,60.48
22832,BYD Dolphin GLX,44.9
22843,BYD M6 Performance,55.4
22846,BYD Dolphin GLX,44.9
22848,BYD M6 Performance,55.4
22853,BYD Dolphin GLX,44.9
22858,BYD M6 Performance,55.4
22859,BYD Atto 3 Premium,60.48
22861,BYD Atto 3 Dynamic,49.92
22869,BYD M6 Performance,55.4
22871,BYD Atto 3 Premium,60.48
22873,BYD M6 Performance,55.4
22875,BYD M6 Performance,55.4
22877,BYD M6 Performance,55.4
22878,BYD M6 Performance,55.4
22883,BYD M6 Performance,55.4
22889,BYD Dolphin GLX,44.9
22898,BYD Atto 3 Dynamic,49.92
22903,BYD M6 Performance,55.4
22917,BYD M6 Performance,55.4
22920,BYD M6 Performance,55.4
22927,BYD Dolphin GLX,44.9
22933,BYD M6 Performance,55.4
22935,BYD M6 Performance,55.4
22951,BYD Dolphin GLX,44.9
22955,BYD M6 Performance,55.4
22956,BYD M6 Performance,55.4
22958,BYD M6 Performance,55.4
22963,BYD M6 Performance,55.4
22964,BYD Dolphin GLX,44.9
22970,BYD M6 Performance,55.4
22978,BYD M6 Performance,55.4
22988,BYD M6 Performance,55.4
22995,BYD Dolphin GLX,44.9
22996,BYD Atto 3 Dynamic,49.92
22997,BYD Seal Perfomance,82.56
23011,BYD M6 Performance,55.4
23012,BYD M6 Performance,55.4
23016,BYD Dolphin GLX,44.9
23029,Volvo EC40 Ultra ,78.0
23036,BYD M6 Performance,55.4
23042,Vinfast VFe34,42.0
23043,BYD M6 Performance,55.4
23044,BYD M6 Performance,55.4
23045,BYD M6 Performance,55.4
23051,BYD Dolphin GLX,44.9
23054,BYD M6 Performance,55.4
23057,BYD M6 Performance,55.4
23067,BYD Dolphin GLX,44.9
23072,BYD M6 Performance,55.4
23073,BYD M6 Performance,55.4
23075,BYD Atto 3 Premium,60.48
23077,BYD Dolphin GLX,44.9
23078,BYD M6 Performance,55.4
23086,BYD M6 Performance,55.4
23089,BYD M6 Performance,55.4
23090,BYD M6 Performance,55.4
23092,BYD M6 Performance,55.4
23100,BYD Atto 3 Premium,60.48
23101,BYD M6 Performance,55.4
23102,BYD M6 Performance,55.4
23103,BYD Dolphin GLX,44.9
23104,BYD M6 Performance,55.4
23108,BYD Dolphin GLX,44.9
23109,BYD Atto 3 Premium,60.48
23111,BYD Dolphin GLX,44.9
23126,BYD Dolphin GLX,44.9
23130,BYD M6 Performance,55.4
23136,BYD Atto 3 Premium,60.48
23137,Vinfast VFe34,42.0
23148,BYD M6 Performance,55.4
23149,BYD Atto 3 Premium,60.48
23157,BYD M6 Performance,55.4
23163,BYD Atto 3 Premium,60.48
23164,BYD Atto 3 Dynamic,49.92
23174,BYD M6 Performance,55.4
23177,BYD M6 Performance,55.4
23179,BYD M6 Performance,55.4
23182,BYD M6 Performance,55.4
23183,BYD Dolphin GLX,44.9
23187,BYD Dolphin GLX,44.9
23188,BYD Dolphin GLX,44.9
23191,BYD M6 Performance,55.4
23195,BYD M6 Performance,55.4
23203,BYD M6 Performance,55.4
23213,BYD M6 Performance,55.4
23214,BYD Dolphin GLX,44.9
23215,BYD M6 Performance,55.4
23217,BYD Atto 3 Dynamic,49.92
23219,BYD M6 Performance,55.4
23225,BYD Han Performance,85.44
23226,BYD M6 Performance,55.4
23231,BYD M6 Performance,55.4
23232,BYD M6 Performance,55.4
23238,BYD M6 Performance,55.4
23245,BYD Dolphin GLX,44.9
23251,BYD Atto 3 Dynamic,49.92
23259,BYD M6 Performance,55.4
23265,BYD Seal Perfomance,82.56
23266,BYD M6 Performance,55.4
23269,BYD M6 Performance,55.4
23270,BYD M6 Performance,55.4
23271,BYD M6 Performance,55.4
23274,BYD M6 Performance,55.4
23275,BYD Dolphin GLX,44.9
23276,BYD Dolphin GLX,44.9
23278,BYD M6 Performance,55.4
23279,BYD M6 Performance,55.4
23281,BYD Dolphin GLX,44.9
23291,BYD Atto 3 Dynamic,49.92
23292,BYD Atto 3 Dynamic,49.92
23295,BYD M6 Performance,55.4
23299,BYD Atto 3 Premium,60.48
23300,BYD M6 Performance,55.4
23301,BYD M6 Performance,55.4
23302,BYD M6 Performance,55.4
23309,BYD Dolphin GLX,44.9
23312,BYD Dolphin GLX,44.9
23320,BYD Dolphin GLX,44.9
23321,BYD Seal Perfomance,82.56
23332,BYD Dolphin GLX,44.9
23335,BYD Atto 3 Premium,60.48
23337,BYD Dolphin GLX,44.9
23342,BYD Atto 3 Dynamic,49.92
23349,BYD M6 Performance,55.4
23350,BYD M6 Performance,55.4
23351,BYD M6 Performance,55.4
23352,BYD M6 Performance,55.4
23354,BYD Dolphin GLX,44.9
23355,BYD Dolphin GLX,44.9
23357,BYD Dolphin GLX,44.9
23359,BYD Atto 3 Premium,60.48
23362,BYD Dolphin GLX,44.9
23376,BYD M6 Performance,55.4
23378,BYD Dolphin GLX,44.9
23379,BYD M6 Performance,55.4
23380,BYD M6 Performance,55.4
23382,BYD M6 Performance,55.4
23385,BYD M6 Performance,55.4
23386,BYD M6 Performance,55.4
23388,BYD M6 Performance,55.4
23389,BYD M6 Performance,55.4
23390,BYD M6 Performance,55.4
23402,BYD Atto 3 Premium,60.48
23403,BYD Atto 3 Premium,60.48
23419,BYD M6 Performance,55.4
23446,BYD M6 Performance,55.4
23453,BYD Dolphin GLX,44.9
23454,BYD Dolphin GLX,44.9
23455,BYD Dolphin GLX,44.9
23459,BYD Dolphin GLX,44.9
23466,BYD Dolphin GLX,44.9
23467,BYD Atto 3 Premium,60.48
23472,BYD M6 Performance,55.4
23476,BYD Dolphin GLX,44.9
23484,BYD M6 Performance,55.4
23497,BYD Atto 3 Premium,60.48
23498,BYD Atto 3 Premium,60.48
23499,BYD Atto 3 Premium,60.48
23500,BYD Atto 3 Premium,60.48
23502,BYD Atto 3 Premium,60.48
23503,BYD M6 Performance,55.4
23504,BYD Atto 3 Premium,60.48
23506,BYD Han Performance,85.44
23509,BYD Seal Advanced,61.44
23519,BYD M6 Performance,55.4
23520,BYD M6 Performance,55.4
23529,BYD Dolphin GLX,44.9
23532,BYD M6 Performance,55.4
23535,BYD Seal Perfomance,82.56
23539,BYD Han Performance,85.44
23540,BYD M6 Performance,55.4
23546,BYD M6 Performance,55.4
23547,BYD M6 Performance,55.4
23549,BYD Atto 3 Premium,60.48
23550,BYD M6 Performance,55.4
23554,BYD M6 Performance,55.4
23555,BYD M6 Performance,55.4
23556,BYD M6 Performance,55.4
23562,BYD M6 Performance,55.4
23564,BYD M6 Performance,55.4
23570,BYD Dolphin GLX,44.9
23571,BYD Atto 3 Premium,60.48
23572,BYD Dolphin GLX,44.9
23574,BYD Dolphin GLX,44.9
23578,BYD Dolphin GLX,44.9
23590,BYD M6 Performance,55.4
23599,BYD Dolphin GLX,44.9
23600,BYD Atto 3 Premium,60.48
23606,BYD Atto 3 Dynamic,49.92
23607,BYD M6 Performance,55.4
23618,BYD Han Performance,85.44
23630,BYD M6 Performance,55.4
23631,BYD Dolphin GLX,44.9
23634,BYD M6 Performance,55.4
23635,BYD M6 Performance,55.4
23637,BYD Dolphin GLX,44.9
23650,BYD M6 Performance,55.4
23666,BYD Dolphin GLX,44.9
23667,BYD M6 Performance,55.4
23671,BYD Atto 3 Dynamic,49.92
23674,BYD M6 Performance,55.4
23686,BYD Dolphin GLX,44.9
23688,BYD M6 Performance,55.4
23689,BYD M6 Performance,55.4
23698,BYD Dolphin GLX,44.9
23701,BYD Seal Perfomance,82.56
23702,BYD Atto 3 Dynamic,49.92
23707,BYD M6 Performance,55.4
23715,BYD M6 Performance,55.4
23723,BYD M6 Performance,55.4
23727,BYD Dolphin GLX,44.9
23731,BYD M6 Performance,55.4
23736,BYD M6 Performance,55.4
23739,BYD M6 Performance,55.4
23740,BYD M6 Performance,55.4
23741,BYD M6 Performance,55.4
23742,BYD M6 Performance,55.4
23743,BYD M6 Performance,55.4
23745,BYD M6 Performance,55.4
23746,BYD Dolphin GLX,44.9
23747,BYD M6 Performance,55.4
23748,BYD M6 Performance,55.4
23749,BYD M6 Performance,55.4
23750,BYD M6 Performance,55.4
23751,BYD Atto 3 Premium,60.48
23754,BYD Dolphin GLX,44.9
23755,BYD Atto 3 Dynamic,49.92
23760,BYD M6 Performance,55.4
23764,Volvo EC40 Ultra ,78.0
23765,Volvo EC40 Ultra ,78.0
23767,Volvo EC40 Ultra ,78.0
23769,Volvo EC40 Ultra ,78.0
23771,Volvo EC40 Ultra ,78.0
23773,Volvo EC40 Ultra ,78.0
23774,Volvo EC40 Ultra ,78.0
23777,BYD M6 Performance,55.4
